ID,z,up,gp,rp,ip,zp,Y,J,H,K,IRAC_1,IRAC_2,up_err,gp_err,rp_err,ip_err,zp_err,Y_err,J_err,H_err,K_err,IRAC_1_err,IRAC_2_err
1332,0.56,23.574,22.849,21.554,20.911,20.658,20.435,20.061,19.62,19.487,19.74,20.207,0.021,0.025,0.014,0.012,0.011,0.011,0.011,0.01,0.01,0.011,0.012
1341,0.64,22.263,22.117,21.51,21.087,21.032,20.9,20.684,20.369,20.366,20.591,21.048,0.013,0.017,0.014,0.012,0.012,0.012,0.011,0.011,0.011,0.014,0.016
1350,0.08,22.431,21.84,21.614,21.441,21.216,21.062,21.001,20.97,21.133,21.886,22.456,0.013,0.015,0.014,0.013,0.012,0.012,0.012,0.012,0.012,0.026,0.035
1359,0.12,22.974,22.027,21.579,21.337,21.169,21.044,20.91,20.808,20.859,21.671,22.014,0.016,0.016,0.014,0.013,0.012,0.012,0.012,0.011,0.012,0.022,0.027
1368,0.16,22.518,21.944,21.625,21.48,21.496,21.437,21.298,21.244,21.284,26.37,26.37,0.013,0.016,0.014,0.013,0.013,0.013,0.013,0.012,0.013,-1,-1
1377,0.2,22.635,21.985,21.568,21.43,21.303,21.118,20.906,20.914,20.94,21.665,22.083,0.014,0.016,0.014,0.013,0.013,0.012,0.012,0.012,0.012,0.023,0.028
1386,0.24,22.474,21.988,21.563,21.459,21.445,21.441,21.074,21.168,21.14,26.37,26.37,0.013,0.016,0.014,0.013,0.013,0.013,0.012,0.012,0.012,-1,-1
1395,0.28,22.532,22.114,21.597,21.557,21.328,21.454,21.281,21.21,21.129,26.37,26.37,0.014,0.017,0.014,0.014,0.013,0.013,0.013,0.012,0.012,-1,-1
1404,0.32,23.738,22.555,21.569,21.169,20.948,20.686,20.312,20.108,19.916,20.72,20.938,0.023,0.021,0.014,0.012,0.012,0.011,0.011,0.011,0.01,0.014,0.016
1413,0.34,25.049,23.15,21.584,20.92,20.593,20.378,19.999,19.743,19.484,20.299,20.434,0.051,0.03,0.014,0.012,0.011,0.011,0.01,0.01,0.01,0.013,0.013
1422,0.34,22.457,22.119,21.545,21.574,21.301,21.341,21.194,21.121,21.007,26.37,26.37,0.013,0.017,0.014,0.014,0.013,0.013,0.012,0.012,0.012,-1,-1
1431,0.36,22.504,22.176,21.606,21.619,21.352,21.412,21.22,21.158,21.044,26.37,26.37,0.013,0.017,0.014,0.014,0.013,0.013,0.012,0.012,0.012,-1,-1
1440,0.4,23.73,22.741,21.579,21.156,20.915,20.679,20.294,20.027,19.825,20.463,20.732,0.024,0.023,0.014,0.012,0.012,0.011,0.011,0.01,0.01,0.013,0.014
1449,0.42,23.754,22.795,21.629,21.193,20.939,20.7,20.324,19.99,19.831,20.445,20.718,0.024,0.024,0.014,0.012,0.012,0.011,0.011,0.011,0.01,0.013,0.014
1458,0.44,22.523,22.198,21.58,21.293,21.267,21.099,20.835,20.676,20.616,21.227,21.487,0.014,0.018,0.014,0.013,0.013,0.012,0.012,0.011,0.011,0.018,0.021
1467,0.48,25.488,23.29,21.623,20.658,20.295,20.008,19.643,19.268,19.092,19.499,19.866,0.074,0.032,0.014,0.011,0.011,0.01,0.01,0.01,0.01,0.011,0.012
1476,0.5,22.528,22.313,21.629,21.306,21.285,21.119,20.885,20.644,20.614,21.117,21.448,0.013,0.018,0.014,0.013,0.013,0.012,0.012,0.011,0.011,0.017,0.02
1485,0.58,23.018,22.568,21.614,21.014,20.84,20.672,20.477,20.268,20.154,20.394,20.843,0.016,0.021,0.014,0.012,0.012,0.011,0.011,0.011,0.011,0.013,0.015
1494,0.06,22.477,21.907,21.755,21.511,21.31,21.116,21.092,21.055,21.264,22.089,22.6,0.013,0.015,0.014,0.013,0.013,0.012,0.012,0.012,0.013,0.028,0.039
1503,0.1,22.337,21.77,21.696,21.364,21.421,21.278,21.25,21.177,21.289,26.37,26.37,0.013,0.015,0.014,0.013,0.013,0.013,0.012,0.012,0.013,-1,-1
1512,0.14,23.211,22.273,21.762,21.478,21.353,21.198,21.111,20.985,21.023,21.796,22.171,0.018,0.018,0.015,0.013,0.013,0.012,0.012,0.012,0.012,0.024,0.029
1521,0.16,22.464,22.006,21.677,21.497,21.597,21.447,21.33,21.283,21.329,26.37,26.37,0.013,0.016,0.014,0.013,0.014,0.013,0.013,0.013,0.013,-1,-1
1530,0.2,23.659,22.372,21.655,21.319,21.057,20.811,20.465,20.356,20.239,21.035,21.344,0.022,0.019,0.014,0.013,0.012,0.011,0.011,0.011,0.011,0.017,0.019
1539,0.24,22.745,22.151,21.655,21.589,21.416,21.222,20.992,21.028,21.005,21.791,22.093,0.015,0.017,0.014,0.014,0.013,0.012,0.012,0.012,0.012,0.023,0.029
1548,0.26,22.663,22.232,21.711,21.652,21.529,21.571,21.41,21.338,21.295,26.37,26.37,0.014,0.018,0.014,0.014,0.013,0.014,0.013,0.013,0.013,-1,-1
1557,0.28,22.636,22.207,21.687,21.656,21.457,21.566,21.39,21.33,21.248,26.37,26.37,0.014,0.018,0.014,0.014,0.013,0.014,0.013,0.013,0.013,-1,-1
1566,0.32,22.825,22.296,21.734,21.65,21.477,21.312,21.057,21.014,20.956,21.719,21.999,0.015,0.019,0.015,0.014,0.013,0.013,0.012,0.012,0.012,0.023,0.027
1575,0.34,23.359,22.605,21.742,21.45,21.298,21.137,20.996,20.82,20.665,21.418,21.628,0.019,0.022,0.015,0.013,0.013,0.012,0.012,0.011,0.011,0.02,0.022
1584,0.36,23.409,22.643,21.746,21.45,21.277,21.121,20.96,20.783,20.612,21.355,21.566,0.019,0.022,0.015,0.013,0.013,0.012,0.012,0.011,0.011,0.019,0.021
1593,0.38,23.934,22.842,21.71,21.32,21.08,20.824,20.439,20.184,19.994,20.735,20.929,0.026,0.025,0.014,0.013,0.012,0.011,0.011,0.011,0.01,0.014,0.016
1602,0.42,22.719,22.317,21.744,21.517,21.42,21.273,21.002,20.867,20.841,21.503,21.691,0.014,0.019,0.015,0.013,0.013,0.013,0.012,0.012,0.011,0.02,0.023
1611,0.44,23.334,22.674,21.718,21.321,21.131,20.986,20.824,20.642,20.486,21.024,21.34,0.019,0.023,0.014,0.013,0.012,0.012,0.011,0.011,0.011,0.016,0.019
1620,0.48,23.809,22.959,21.677,21.145,20.901,20.685,20.311,19.939,19.809,20.25,20.6,0.024,0.026,0.014,0.012,0.012,0.011,0.011,0.01,0.01,0.012,0.014
1629,0.5,23.256,22.709,21.714,21.246,21.09,20.936,20.747,20.53,20.431,20.849,21.207,0.018,0.023,0.014,0.013,0.012,0.012,0.011,0.011,0.011,0.015,0.018
1638,0.56,23.698,22.963,21.677,21.032,20.77,20.568,20.188,19.74,19.625,19.853,20.327,0.023,0.027,0.014,0.012,0.011,0.011,0.011,0.01,0.01,0.012,0.013
1647,0.74,23.329,22.78,21.654,20.716,20.378,20.164,19.826,19.32,19.086,19.102,19.638,0.019,0.024,0.014,0.011,0.011,0.011,0.01,0.01,0.01,0.011,0.011
1656,0.1,23.518,22.385,21.812,21.442,21.187,20.946,20.73,20.568,20.649,21.471,21.771,0.021,0.019,0.015,0.013,0.012,0.012,0.011,0.011,0.011,0.02,0.024
1665,0.12,22.598,22.001,21.812,21.559,21.626,21.493,21.402,21.331,21.471,26.37,26.37,0.014,0.016,0.015,0.014,0.014,0.013,0.013,0.013,0.013,-1,-1
1674,0.16,22.8,22.144,21.795,21.661,21.484,21.318,21.15,21.137,21.223,21.929,22.42,0.015,0.017,0.015,0.014,0.013,0.013,0.012,0.012,0.012,0.027,0.035
1683,0.18,22.598,22.143,21.787,21.62,21.662,21.573,21.408,21.383,21.397,26.37,26.37,0.014,0.017,0.015,0.014,0.014,0.014,0.013,0.013,0.013,-1,-1
1692,0.22,22.661,22.217,21.813,21.69,21.718,21.67,21.362,21.41,21.41,26.37,26.37,0.014,0.018,0.015,0.014,0.014,0.014,0.013,0.013,0.013,-1,-1
1701,0.24,22.713,22.271,21.777,21.722,21.697,21.683,21.489,21.43,21.402,26.37,26.37,0.014,0.018,0.015,0.014,0.014,0.014,0.013,0.013,0.013,-1,-1
1710,0.3,23.925,22.703,21.79,21.4,21.181,20.923,20.52,20.334,20.161,20.975,21.199,0.026,0.023,0.015,0.013,0.012,0.012,0.011,0.011,0.011,0.016,0.017
1719,0.3,22.772,22.367,21.828,21.84,21.569,21.704,21.5,21.435,21.376,26.37,26.37,0.015,0.019,0.015,0.015,0.014,0.014,0.013,0.013,0.013,-1,-1
1728,0.32,22.797,22.388,21.819,21.871,21.58,21.689,21.516,21.45,21.344,26.37,26.37,0.015,0.019,0.015,0.015,0.014,0.014,0.013,0.013,0.013,-1,-1
1737,0.36,25.35,23.467,21.737,21.103,20.76,20.496,20.135,19.883,19.628,20.393,20.576,0.061,0.035,0.015,0.012,0.011,0.011,0.011,0.01,0.01,0.013,0.014
1746,0.36,22.779,22.34,21.822,21.918,21.56,21.607,21.35,21.382,21.301,26.37,26.37,0.015,0.019,0.015,0.016,0.014,0.014,0.013,0.013,0.013,-1,-1
1755,0.38,22.671,22.397,21.836,21.787,21.54,21.591,21.417,21.34,21.242,26.37,26.37,0.014,0.019,0.015,0.015,0.014,0.014,0.013,0.013,0.012,-1,-1
1764,0.42,24.021,23.005,21.811,21.439,21.189,20.903,20.562,20.254,20.078,20.661,20.938,0.028,0.028,0.015,0.013,0.012,0.012,0.011,0.011,0.011,0.014,0.016
1773,0.44,22.55,22.322,21.826,21.541,21.502,21.461,21.369,21.217,21.141,26.37,26.37,0.014,0.019,0.015,0.013,0.013,0.013,0.013,0.012,0.012,-1,-1
1782,0.48,25.632,23.408,21.798,20.87,20.47,20.181,19.843,19.442,19.276,19.658,20.039,0.083,0.036,0.015,0.012,0.011,0.011,0.01,0.01,0.01,0.011,0.012
1791,0.5,22.729,22.477,21.836,21.508,21.48,21.316,21.094,20.841,20.832,21.329,21.653,0.014,0.02,0.015,0.013,0.013,0.013,0.012,0.012,0.011,0.019,0.022
1800,0.56,23.777,23.022,21.738,21.134,20.866,20.634,20.277,19.848,19.721,19.957,20.399,0.024,0.028,0.015,0.012,0.012,0.011,0.011,0.01,0.01,0.012,0.013
1809,0.6,23.155,22.686,21.808,21.182,20.998,20.832,20.6,20.385,20.286,20.471,21.008,0.017,0.023,0.015,0.012,0.012,0.011,0.011,0.011,0.011,0.013,0.016
1818,0.04,22.386,22.037,21.874,21.769,21.651,21.389,21.546,21.462,21.709,26.37,26.37,0.013,0.016,0.015,0.015,0.014,0.013,0.014,0.013,0.014,-1,-1
1827,0.1,22.571,22.021,21.908,21.611,21.688,21.526,21.488,21.397,21.533,26.37,26.37,0.014,0.016,0.016,0.014,0.014,0.013,0.013,0.013,0.014,-1,-1
1836,0.14,22.778,22.161,21.889,21.693,21.746,21.663,21.544,21.483,21.576,26.37,26.37,0.015,0.017,0.016,0.014,0.015,0.014,0.014,0.013,0.014,-1,-1
1845,0.18,22.907,22.255,21.868,21.735,21.573,21.406,21.21,21.203,21.258,22.037,22.442,0.015,0.018,0.015,0.014,0.014,0.013,0.012,0.012,0.013,0.027,0.035
1854,0.22,22.946,22.311,21.866,21.764,21.608,21.441,21.194,21.22,21.214,22.005,22.358,0.016,0.019,0.015,0.015,0.014,0.013,0.012,0.012,0.012,0.027,0.034
1863,0.24,22.761,22.287,21.876,21.768,21.737,21.706,21.394,21.498,21.483,26.37,26.37,0.015,0.018,0.015,0.015,0.015,0.014,0.013,0.013,0.013,-1,-1
1872,0.26,22.804,22.333,21.845,21.782,21.664,21.716,21.544,21.488,21.432,26.37,26.37,0.015,0.019,0.015,0.015,0.014,0.014,0.014,0.013,0.013,-1,-1
1881,0.3,23.596,22.716,21.913,21.629,21.484,21.356,21.162,21.068,20.902,21.731,21.861,0.021,0.023,0.016,0.014,0.013,0.013,0.012,0.012,0.012,0.023,0.026
1890,0.32,22.949,22.421,21.866,21.797,21.632,21.481,21.216,21.186,21.104,21.853,22.199,0.016,0.02,0.015,0.015,0.014,0.013,0.012,0.012,0.012,0.025,0.03
1899,0.34,22.821,22.42,21.911,22.001,21.611,21.749,21.396,21.492,21.402,26.37,26.37,0.015,0.019,0.016,0.016,0.014,0.015,0.013,0.013,0.013,-1,-1
1908,0.36,22.783,22.526,21.947,21.939,21.698,21.722,21.548,21.486,21.403,26.37,26.37,0.015,0.02,0.016,0.016,0.014,0.014,0.014,0.013,0.013,-1,-1
1917,0.38,22.868,22.492,21.853,21.717,21.565,21.433,21.142,21.07,21,21.697,21.983,0.015,0.02,0.015,0.014,0.014,0.013,0.012,0.012,0.012,0.023,0.026
1926,0.4,23.593,22.872,21.926,21.58,21.405,21.247,21.083,20.922,20.764,21.427,21.606,0.021,0.025,0.016,0.014,0.013,0.013,0.012,0.012,0.011,0.02,0.022
1935,0.42,24.108,23.127,21.9,21.458,21.221,20.981,20.616,20.297,20.133,20.736,20.99,0.029,0.029,0.015,0.013,0.012,0.012,0.011,0.011,0.011,0.015,0.016
1944,0.44,24.075,23.19,21.949,21.51,21.246,20.987,20.627,20.302,20.141,20.673,20.98,0.029,0.03,0.016,0.013,0.013,0.012,0.011,0.011,0.011,0.014,0.016
1953,0.46,22.879,22.618,21.901,21.625,21.612,21.445,21.177,20.998,20.96,21.543,21.825,0.015,0.021,0.016,0.014,0.014,0.013,0.012,0.012,0.012,0.021,0.024
1962,0.48,22.792,22.521,21.912,21.558,21.534,21.397,21.136,20.92,20.884,21.4,21.702,0.015,0.021,0.015,0.014,0.014,0.013,0.012,0.012,0.012,0.02,0.023
1971,0.52,25.889,23.491,21.912,20.868,20.44,20.156,19.824,19.39,19.208,19.51,19.948,0.094,0.038,0.016,0.012,0.011,0.011,0.01,0.01,0.01,0.011,0.012
1980,0.54,25.822,23.459,21.867,20.72,20.347,20.016,19.697,19.229,19.102,19.36,19.812,0.091,0.036,0.015,0.011,0.011,0.011,0.01,0.01,0.01,0.011,0.011
1989,0.56,22.734,22.554,21.88,21.512,21.483,21.346,21.128,20.825,20.827,21.192,21.593,0.014,0.021,0.015,0.014,0.013,0.013,0.012,0.011,0.011,0.018,0.021
1998,0.62,22.58,22.399,21.915,21.57,21.689,21.32,21.388,21.036,21.114,26.37,26.37,0.014,0.02,0.016,0.014,0.014,0.013,0.013,0.012,0.012,-1,-1
2007,0.08,22.81,22.195,22.037,21.794,21.624,21.438,21.375,21.339,21.497,22.275,22.793,0.015,0.018,0.016,0.015,0.014,0.013,0.013,0.013,0.013,0.033,0.045
2016,0.12,22.561,22.049,21.958,21.583,21.686,21.481,21.507,21.437,21.507,26.37,26.37,0.014,0.016,0.016,0.014,0.014,0.013,0.013,0.013,0.014,-1,-1
2025,0.16,23.044,22.39,22.027,21.897,21.71,21.568,21.406,21.392,21.471,22.218,22.657,0.016,0.019,0.016,0.015,0.015,0.014,0.013,0.013,0.013,0.031,0.04
2034,0.18,22.809,22.357,21.982,21.788,21.837,21.765,21.597,21.594,21.583,26.37,26.37,0.015,0.019,0.016,0.015,0.015,0.015,0.014,0.014,0.014,-1,-1
2043,0.22,23.062,22.47,22.009,21.891,21.736,21.56,21.359,21.363,21.356,22.099,22.531,0.017,0.02,0.016,0.015,0.015,0.014,0.013,0.013,0.013,0.029,0.037
2052,0.26,24.928,23.457,21.954,21.41,21.121,20.885,20.505,20.329,20.124,20.982,21.103,0.051,0.035,0.016,0.013,0.012,0.012,0.011,0.011,0.011,0.016,0.017
2061,0.28,23.655,22.814,22.007,21.778,21.619,21.492,21.313,21.19,21.043,21.899,22.121,0.022,0.024,0.016,0.015,0.014,0.013,0.013,0.012,0.012,0.025,0.028
2070,0.3,24.187,22.979,22.029,21.672,21.422,21.183,20.792,20.607,20.421,21.254,21.471,0.031,0.027,0.016,0.014,0.013,0.012,0.011,0.011,0.011,0.018,0.02
2079,0.32,24.14,22.963,21.991,21.629,21.371,21.129,20.751,20.548,20.346,21.169,21.355,0.03,0.027,0.016,0.014,0.013,0.012,0.011,0.011,0.011,0.017,0.019
2088,0.34,22.883,22.435,21.988,22.067,21.695,21.803,21.476,21.56,21.475,26.37,26.37,0.015,0.02,0.016,0.017,0.014,0.015,0.013,0.014,0.013,-1,-1
2097,0.36,23.622,22.872,21.96,21.668,21.504,21.354,21.178,21.041,20.849,21.601,21.787,0.022,0.025,0.016,0.014,0.013,0.013,0.012,0.012,0.012,0.022,0.024
2106,0.38,25.707,23.774,22.06,21.377,21.009,20.753,20.39,20.104,19.874,20.582,20.804,0.079,0.043,0.016,0.013,0.012,0.011,0.011,0.011,0.01,0.014,0.015
2115,0.4,24.28,23.206,22.043,21.599,21.355,21.123,20.738,20.472,20.258,20.938,21.146,0.031,0.03,0.016,0.014,0.013,0.012,0.011,0.011,0.011,0.016,0.017
2124,0.4,22.76,22.499,21.948,21.812,21.642,21.643,21.503,21.416,21.325,26.37,26.37,0.015,0.02,0.016,0.015,0.014,0.014,0.014,0.013,0.013,-1,-1
2133,0.44,22.939,22.639,22.015,21.76,21.699,21.565,21.304,21.129,21.096,21.626,21.942,0.016,0.022,0.016,0.015,0.014,0.014,0.013,0.012,0.012,0.023,0.027
2142,0.48,24.143,23.277,22.005,21.483,21.247,20.996,20.632,20.268,20.126,20.581,20.908,0.029,0.032,0.016,0.013,0.012,0.012,0.011,0.011,0.011,0.014,0.015
2151,0.5,23.509,22.972,22.011,21.529,21.353,21.195,20.985,20.796,20.698,21.1,21.44,0.021,0.027,0.016,0.014,0.013,0.012,0.012,0.011,0.011,0.017,0.02
2160,0.52,22.971,22.74,22.039,21.734,21.697,21.548,21.301,21.04,21.038,21.476,21.8,0.016,0.023,0.016,0.014,0.014,0.014,0.013,0.012,0.012,0.02,0.024
2169,0.54,22.688,22.504,21.951,21.617,21.801,21.301,21.501,21.231,21.232,26.37,26.37,0.014,0.02,0.016,0.014,0.015,0.013,0.013,0.012,0.012,-1,-1
2178,0.6,22.581,22.537,21.992,21.633,21.708,21.352,21.485,21.261,21.197,26.37,26.37,0.014,0.021,0.016,0.014,0.014,0.013,0.013,0.013,0.012,-1,-1
2187,0.7,23.647,23.201,21.965,21.082,20.791,20.535,20.204,19.695,19.506,19.539,20.094,0.023,0.03,0.016,0.012,0.011,0.011,0.011,0.01,0.01,0.011,0.012
2196,0.04,22.855,22.305,22.121,21.905,21.744,21.532,21.52,21.461,21.75,22.56,23.108,0.015,0.019,0.017,0.016,0.014,0.014,0.014,0.013,0.014,0.038,0.054
2205,0.08,22.505,22.133,22.092,21.671,21.775,21.448,21.599,21.528,21.664,26.37,26.37,0.013,0.017,0.017,0.014,0.015,0.013,0.014,0.014,0.014,-1,-1
2214,0.12,23.057,22.337,22.157,21.94,21.758,21.617,21.457,21.465,21.565,22.287,22.765,0.017,0.019,0.017,0.016,0.015,0.014,0.013,0.013,0.014,0.034,0.045
2223,0.14,22.844,22.393,22.182,21.881,21.983,21.778,21.744,21.675,21.768,26.37,26.37,0.015,0.019,0.017,0.015,0.016,0.015,0.015,0.014,0.015,-1,-1
2232,0.18,23.198,22.508,22.155,22.017,21.855,21.712,21.478,21.503,21.538,22.289,22.803,0.017,0.021,0.017,0.016,0.015,0.014,0.013,0.013,0.014,0.032,0.042
2241,0.2,23.084,22.426,22.076,21.958,21.783,21.605,21.39,21.391,21.407,22.191,22.596,0.017,0.02,0.017,0.016,0.015,0.014,0.013,0.013,0.013,0.03,0.039
2250,0.22,23.005,22.561,22.141,22.021,22.037,21.929,21.784,21.762,21.705,26.37,26.37,0.016,0.021,0.017,0.016,0.016,0.016,0.015,0.015,0.014,-1,-1
2259,0.26,25.163,23.555,22.141,21.603,21.268,21.058,20.681,20.507,20.271,21.135,21.317,0.057,0.039,0.017,0.014,0.013,0.012,0.011,0.011,0.011,0.017,0.019
2268,0.26,23.004,22.493,22.058,22.014,21.788,21.907,21.582,21.701,21.618,26.37,26.37,0.016,0.02,0.017,0.016,0.015,0.016,0.014,0.014,0.014,-1,-1
2277,0.28,23.072,22.654,22.144,22.102,21.868,22,21.794,21.763,21.716,26.37,26.37,0.017,0.022,0.017,0.017,0.015,0.016,0.015,0.015,0.014,-1,-1
2286,0.32,23.215,22.724,22.146,22.029,21.866,21.764,21.485,21.439,21.355,22.148,22.471,0.018,0.023,0.017,0.017,0.015,0.015,0.013,0.013,0.013,0.029,0.035
2295,0.36,25.639,23.77,22.134,21.481,21.143,20.89,20.532,20.254,20.018,20.758,20.961,0.079,0.045,0.017,0.013,0.012,0.012,0.011,0.011,0.01,0.015,0.016
2304,0.36,23.01,22.714,22.125,22.141,21.867,21.909,21.752,21.696,21.606,26.37,26.37,0.016,0.023,0.017,0.017,0.015,0.016,0.015,0.014,0.014,-1,-1
2313,0.4,23.13,22.76,22.144,21.926,21.822,21.665,21.401,21.277,21.22,21.905,22.174,0.017,0.023,0.017,0.016,0.015,0.014,0.013,0.013,0.012,0.025,0.03
2322,0.44,24.266,23.288,22.06,21.583,21.361,21.124,20.76,20.406,20.257,20.792,21.09,0.031,0.032,0.017,0.014,0.013,0.012,0.011,0.011,0.011,0.015,0.017
2331,0.48,25.975,23.74,22.086,21.141,20.757,20.483,20.149,19.739,19.571,19.97,20.355,0.102,0.043,0.017,0.012,0.011,0.011,0.011,0.01,0.01,0.012,0.013
2340,0.5,24.24,23.365,22.099,21.583,21.304,21.098,20.716,20.348,20.195,20.551,20.937,0.031,0.034,0.017,0.014,0.013,0.012,0.011,0.011,0.011,0.014,0.016
2349,0.52,24.165,23.363,22.101,21.51,21.251,21.044,20.661,20.253,20.121,20.465,20.853,0.03,0.034,0.017,0.013,0.013,0.012,0.011,0.011,0.011,0.013,0.015
2358,0.54,24.099,23.366,22.055,21.446,21.168,20.981,20.597,20.183,20.032,20.322,20.763,0.029,0.034,0.016,0.013,0.012,0.012,0.011,0.011,0.011,0.013,0.015
2367,0.56,23.549,23.061,22.096,21.495,21.374,21.177,20.989,20.771,20.664,20.917,21.351,0.021,0.028,0.017,0.014,0.013,0.012,0.012,0.011,0.011,0.016,0.019
2376,0.62,23.996,23.371,22.065,21.331,21.051,20.831,20.473,19.996,19.877,19.991,20.538,0.027,0.033,0.017,0.013,0.012,0.011,0.011,0.01,0.01,0.012,0.014
2385,0.68,23.217,22.849,22.063,21.336,21.098,20.933,20.705,20.477,20.365,20.416,20.998,0.018,0.025,0.016,0.013,0.012,0.012,0.011,0.011,0.011,0.013,0.016
2394,0.06,22.58,22.194,22.177,21.899,21.868,21.548,21.701,21.633,21.796,26.37,26.37,0.014,0.018,0.017,0.015,0.015,0.013,0.014,0.014,0.015,-1,-1
2403,0.1,22.649,22.169,22.193,21.718,21.867,21.559,21.646,21.562,21.696,26.37,26.37,0.014,0.018,0.017,0.014,0.015,0.014,0.014,0.014,0.014,-1,-1
2412,0.12,22.988,22.371,22.254,21.965,22.031,21.892,21.832,21.752,21.861,26.37,26.37,0.016,0.019,0.018,0.016,0.016,0.015,0.015,0.015,0.015,-1,-1
2421,0.14,23.02,22.449,22.174,22.009,22.026,21.932,21.82,21.764,21.84,26.37,26.37,0.016,0.02,0.018,0.016,0.016,0.016,0.015,0.015,0.015,-1,-1
2430,0.16,23.017,22.457,22.14,21.973,22.034,21.938,21.838,21.762,21.836,26.37,26.37,0.016,0.02,0.017,0.016,0.016,0.016,0.015,0.015,0.015,-1,-1
2439,0.2,23.213,22.579,22.187,22.072,21.875,21.712,21.529,21.539,21.541,22.28,22.707,0.018,0.021,0.017,0.017,0.015,0.014,0.013,0.014,0.014,0.032,0.042
2448,0.22,23.036,22.545,22.155,22.051,22.083,21.997,21.857,21.772,21.755,26.37,26.37,0.017,0.021,0.017,0.016,0.017,0.016,0.015,0.015,0.015,-1,-1
2457,0.24,23.133,22.677,22.229,22.162,22.11,22.075,21.899,21.864,21.797,26.37,26.37,0.017,0.023,0.018,0.017,0.017,0.017,0.015,0.015,0.015,-1,-1
2466,0.26,23.064,22.664,22.16,22.084,21.917,22.022,21.833,21.778,21.717,26.37,26.37,0.017,0.022,0.017,0.017,0.016,0.016,0.015,0.015,0.014,-1,-1
2475,0.3,24.313,23.098,22.168,21.819,21.543,21.312,20.922,20.735,20.572,21.357,21.624,0.033,0.029,0.017,0.015,0.014,0.013,0.012,0.011,0.011,0.019,0.021
2484,0.32,23.323,22.797,22.239,22.179,21.98,21.815,21.564,21.524,21.459,22.147,22.472,0.019,0.024,0.018,0.017,0.016,0.015,0.014,0.013,0.013,0.031,0.037
2493,0.34,23.307,22.881,22.271,22.151,21.995,21.808,21.566,21.478,21.434,22.135,22.455,0.019,0.025,0.018,0.017,0.016,0.015,0.014,0.013,0.013,0.03,0.036
2502,0.36,23.197,22.776,22.201,22.072,21.919,21.777,21.511,21.419,21.379,22.081,22.306,0.018,0.024,0.018,0.017,0.016,0.015,0.013,0.013,0.013,0.029,0.034
2511,0.38,24.382,23.378,22.179,21.819,21.551,21.309,20.936,20.648,20.463,21.173,21.397,0.035,0.033,0.018,0.015,0.014,0.013,0.012,0.011,0.011,0.017,0.019
2520,0.38,23.04,22.664,22.17,22.182,21.906,21.964,21.687,21.657,21.61,26.37,26.37,0.016,0.022,0.018,0.018,0.015,0.016,0.014,0.014,0.014,-1,-1
2529,0.4,22.86,22.512,22.17,21.99,21.793,21.806,21.603,21.538,21.463,26.37,26.37,0.015,0.021,0.017,0.016,0.015,0.015,0.014,0.014,0.013,-1,-1
2538,0.42,23.113,22.758,22.159,21.901,21.856,21.68,21.454,21.271,21.206,21.845,22.127,0.017,0.024,0.017,0.016,0.015,0.014,0.013,0.013,0.012,0.025,0.029
2547,0.44,23.883,23.22,22.246,21.846,21.681,21.526,21.335,21.184,21.023,21.586,21.862,0.025,0.031,0.018,0.015,0.014,0.014,0.013,0.012,0.012,0.021,0.025
2556,0.46,23.085,22.815,22.133,21.856,21.817,21.663,21.393,21.215,21.191,21.725,22.03,0.017,0.024,0.017,0.015,0.015,0.014,0.013,0.012,0.012,0.024,0.028
2565,0.48,22.898,22.749,22.164,21.858,21.897,21.703,21.729,21.536,21.505,26.37,26.37,0.015,0.023,0.017,0.015,0.015,0.014,0.014,0.014,0.013,-1,-1
2574,0.5,22.878,22.641,22.178,21.805,21.889,21.49,21.672,21.505,21.417,26.37,26.37,0.015,0.022,0.017,0.015,0.016,0.013,0.014,0.013,0.013,-1,-1
2583,0.54,26.372,23.825,22.18,21.047,20.649,20.346,20.011,19.568,19.393,19.654,20.109,0.113,0.045,0.018,0.012,0.011,0.011,0.011,0.01,0.01,0.011,0.012
2592,0.54,22.948,22.757,22.233,21.909,22.017,21.557,21.758,21.5,21.49,26.37,26.37,0.016,0.023,0.018,0.015,0.016,0.014,0.015,0.013,0.013,-1,-1
2601,0.6,22.943,22.795,22.16,21.77,21.719,21.57,21.364,21.048,21.048,21.41,21.751,0.016,0.024,0.017,0.015,0.014,0.014,0.013,0.012,0.012,0.019,0.024
2610,0.64,24.06,23.441,22.154,21.387,21.141,20.907,20.536,20.059,19.916,20.019,20.559,0.028,0.035,0.017,0.013,0.012,0.012,0.011,0.011,0.01,0.012,0.014
2619,0.74,23.894,23.339,22.232,21.261,20.95,20.691,20.353,19.886,19.655,19.631,20.201,0.025,0.034,0.018,0.013,0.012,0.011,0.011,0.01,0.01,0.011,0.012
2628,0.04,22.989,22.47,22.316,22.023,21.867,21.664,21.675,21.611,21.869,22.659,23.115,0.016,0.02,0.018,0.016,0.015,0.014,0.014,0.014,0.015,0.041,0.059
2637,0.08,22.725,22.3,22.329,21.923,21.998,21.668,21.812,21.757,21.89,26.37,26.37,0.014,0.019,0.019,0.015,0.016,0.014,0.015,0.014,0.015,-1,-1
2646,0.12,23.182,22.468,22.277,22.074,21.892,21.719,21.581,21.57,21.687,22.452,22.875,0.017,0.02,0.018,0.016,0.015,0.014,0.014,0.014,0.014,0.036,0.048
