# ID z up gp rp ip zp Y J H K IRAC_1 IRAC_2 up_err gp_err rp_err ip_err zp_err Y_err J_err H_err K_err IRAC_1_err IRAC_2_err 
1314 0.440 23.637 22.716 21.432 21.035 20.753 20.527 20.179 19.810 19.651 20.217 20.493 0.022 0.023 0.013 0.012 0.011 0.011 0.011 0.010 0.010 0.012 0.013
1323 0.480 23.594 22.747 21.470 20.944 20.728 20.496 20.126 19.761 19.591 20.047 20.349 0.022 0.023 0.013 0.012 0.011 0.011 0.011 0.010 0.010 0.012 0.013
1332 0.560 23.574 22.849 21.554 20.911 20.658 20.435 20.061 19.620 19.487 19.740 20.207 0.021 0.025 0.014 0.012 0.011 0.011 0.011 0.010 0.010 0.011 0.012
1341 0.640 22.263 22.117 21.510 21.087 21.032 20.900 20.684 20.369 20.366 20.591 21.048 0.013 0.017 0.014 0.012 0.012 0.012 0.011 0.011 0.011 0.014 0.016
1350 0.080 22.431 21.840 21.614 21.441 21.216 21.062 21.001 20.970 21.133 21.886 22.456 0.013 0.015 0.014 0.013 0.012 0.012 0.012 0.012 0.012 0.026 0.035
1359 0.120 22.974 22.027 21.579 21.337 21.169 21.044 20.910 20.808 20.859 21.671 22.014 0.016 0.016 0.014 0.013 0.012 0.012 0.012 0.011 0.012 0.022 0.027
1368 0.160 22.518 21.944 21.625 21.480 21.496 21.437 21.298 21.244 21.284 26.370 26.370 0.013 0.016 0.014 0.013 0.013 0.013 0.013 0.012 0.013 -1.000 -1.000
1377 0.200 22.635 21.985 21.568 21.430 21.303 21.118 20.906 20.914 20.940 21.665 22.083 0.014 0.016 0.014 0.013 0.013 0.012 0.012 0.012 0.012 0.023 0.028
1386 0.240 22.474 21.988 21.563 21.459 21.445 21.441 21.074 21.168 21.140 26.370 26.370 0.013 0.016 0.014 0.013 0.013 0.013 0.012 0.012 0.012 -1.000 -1.000
1395 0.280 22.532 22.114 21.597 21.557 21.328 21.454 21.281 21.210 21.129 26.370 26.370 0.014 0.017 0.014 0.014 0.013 0.013 0.013 0.012 0.012 -1.000 -1.000
1404 0.320 23.738 22.555 21.569 21.169 20.948 20.686 20.312 20.108 19.916 20.720 20.938 0.023 0.021 0.014 0.012 0.012 0.011 0.011 0.011 0.010 0.014 0.016
1413 0.340 25.049 23.150 21.584 20.920 20.593 20.378 19.999 19.743 19.484 20.299 20.434 0.051 0.030 0.014 0.012 0.011 0.011 0.010 0.010 0.010 0.013 0.013
1422 0.340 22.457 22.119 21.545 21.574 21.301 21.341 21.194 21.121 21.007 26.370 26.370 0.013 0.017 0.014 0.014 0.013 0.013 0.012 0.012 0.012 -1.000 -1.000
1431 0.360 22.504 22.176 21.606 21.619 21.352 21.412 21.220 21.158 21.044 26.370 26.370 0.013 0.017 0.014 0.014 0.013 0.013 0.012 0.012 0.012 -1.000 -1.000
1440 0.400 23.730 22.741 21.579 21.156 20.915 20.679 20.294 20.027 19.825 20.463 20.732 0.024 0.023 0.014 0.012 0.012 0.011 0.011 0.010 0.010 0.013 0.014
1449 0.420 23.754 22.795 21.629 21.193 20.939 20.700 20.324 19.990 19.831 20.445 20.718 0.024 0.024 0.014 0.012 0.012 0.011 0.011 0.011 0.010 0.013 0.014
1458 0.440 22.523 22.198 21.580 21.293 21.267 21.099 20.835 20.676 20.616 21.227 21.487 0.014 0.018 0.014 0.013 0.013 0.012 0.012 0.011 0.011 0.018 0.021
1467 0.480 25.488 23.290 21.623 20.658 20.295 20.008 19.643 19.268 19.092 19.499 19.866 0.074 0.032 0.014 0.011 0.011 0.010 0.010 0.010 0.010 0.011 0.012
1476 0.500 22.528 22.313 21.629 21.306 21.285 21.119 20.885 20.644 20.614 21.117 21.448 0.013 0.018 0.014 0.013 0.013 0.012 0.012 0.011 0.011 0.017 0.020
1485 0.580 23.018 22.568 21.614 21.014 20.840 20.672 20.477 20.268 20.154 20.394 20.843 0.016 0.021 0.014 0.012 0.012 0.011 0.011 0.011 0.011 0.013 0.015
1494 0.060 22.477 21.907 21.755 21.511 21.310 21.116 21.092 21.055 21.264 22.089 22.600 0.013 0.015 0.014 0.013 0.013 0.012 0.012 0.012 0.013 0.028 0.039
1503 0.100 22.337 21.770 21.696 21.364 21.421 21.278 21.250 21.177 21.289 26.370 26.370 0.013 0.015 0.014 0.013 0.013 0.013 0.012 0.012 0.013 -1.000 -1.000
1512 0.140 23.211 22.273 21.762 21.478 21.353 21.198 21.111 20.985 21.023 21.796 22.171 0.018 0.018 0.015 0.013 0.013 0.012 0.012 0.012 0.012 0.024 0.029
1521 0.160 22.464 22.006 21.677 21.497 21.597 21.447 21.330 21.283 21.329 26.370 26.370 0.013 0.016 0.014 0.013 0.014 0.013 0.013 0.013 0.013 -1.000 -1.000
1530 0.200 23.659 22.372 21.655 21.319 21.057 20.811 20.465 20.356 20.239 21.035 21.344 0.022 0.019 0.014 0.013 0.012 0.011 0.011 0.011 0.011 0.017 0.019
1539 0.240 22.745 22.151 21.655 21.589 21.416 21.222 20.992 21.028 21.005 21.791 22.093 0.015 0.017 0.014 0.014 0.013 0.012 0.012 0.012 0.012 0.023 0.029
1548 0.260 22.663 22.232 21.711 21.652 21.529 21.571 21.410 21.338 21.295 26.370 26.370 0.014 0.018 0.014 0.014 0.013 0.014 0.013 0.013 0.013 -1.000 -1.000
1557 0.280 22.636 22.207 21.687 21.656 21.457 21.566 21.390 21.330 21.248 26.370 26.370 0.014 0.018 0.014 0.014 0.013 0.014 0.013 0.013 0.013 -1.000 -1.000
1566 0.320 22.825 22.296 21.734 21.650 21.477 21.312 21.057 21.014 20.956 21.719 21.999 0.015 0.019 0.015 0.014 0.013 0.013 0.012 0.012 0.012 0.023 0.027
1575 0.340 23.359 22.605 21.742 21.450 21.298 21.137 20.996 20.820 20.665 21.418 21.628 0.019 0.022 0.015 0.013 0.013 0.012 0.012 0.011 0.011 0.020 0.022
1584 0.360 23.409 22.643 21.746 21.450 21.277 21.121 20.960 20.783 20.612 21.355 21.566 0.019 0.022 0.015 0.013 0.013 0.012 0.012 0.011 0.011 0.019 0.021
1593 0.380 23.934 22.842 21.710 21.320 21.080 20.824 20.439 20.184 19.994 20.735 20.929 0.026 0.025 0.014 0.013 0.012 0.011 0.011 0.011 0.010 0.014 0.016
1602 0.420 22.719 22.317 21.744 21.517 21.420 21.273 21.002 20.867 20.841 21.503 21.691 0.014 0.019 0.015 0.013 0.013 0.013 0.012 0.012 0.011 0.020 0.023
1611 0.440 23.334 22.674 21.718 21.321 21.131 20.986 20.824 20.642 20.486 21.024 21.340 0.019 0.023 0.014 0.013 0.012 0.012 0.011 0.011 0.011 0.016 0.019
1620 0.480 23.809 22.959 21.677 21.145 20.901 20.685 20.311 19.939 19.809 20.250 20.600 0.024 0.026 0.014 0.012 0.012 0.011 0.011 0.010 0.010 0.012 0.014
1629 0.500 23.256 22.709 21.714 21.246 21.090 20.936 20.747 20.530 20.431 20.849 21.207 0.018 0.023 0.014 0.013 0.012 0.012 0.011 0.011 0.011 0.015 0.018
1638 0.560 23.698 22.963 21.677 21.032 20.770 20.568 20.188 19.740 19.625 19.853 20.327 0.023 0.027 0.014 0.012 0.011 0.011 0.011 0.010 0.010 0.012 0.013
1647 0.740 23.329 22.780 21.654 20.716 20.378 20.164 19.826 19.320 19.086 19.102 19.638 0.019 0.024 0.014 0.011 0.011 0.011 0.010 0.010 0.010 0.011 0.011
1656 0.100 23.518 22.385 21.812 21.442 21.187 20.946 20.730 20.568 20.649 21.471 21.771 0.021 0.019 0.015 0.013 0.012 0.012 0.011 0.011 0.011 0.020 0.024
1665 0.120 22.598 22.001 21.812 21.559 21.626 21.493 21.402 21.331 21.471 26.370 26.370 0.014 0.016 0.015 0.014 0.014 0.013 0.013 0.013 0.013 -1.000 -1.000
1674 0.160 22.800 22.144 21.795 21.661 21.484 21.318 21.150 21.137 21.223 21.929 22.420 0.015 0.017 0.015 0.014 0.013 0.013 0.012 0.012 0.012 0.027 0.035
1683 0.180 22.598 22.143 21.787 21.620 21.662 21.573 21.408 21.383 21.397 26.370 26.370 0.014 0.017 0.015 0.014 0.014 0.014 0.013 0.013 0.013 -1.000 -1.000
1692 0.220 22.661 22.217 21.813 21.690 21.718 21.670 21.362 21.410 21.410 26.370 26.370 0.014 0.018 0.015 0.014 0.014 0.014 0.013 0.013 0.013 -1.000 -1.000
1701 0.240 22.713 22.271 21.777 21.722 21.697 21.683 21.489 21.430 21.402 26.370 26.370 0.014 0.018 0.015 0.014 0.014 0.014 0.013 0.013 0.013 -1.000 -1.000
1710 0.300 23.925 22.703 21.790 21.400 21.181 20.923 20.520 20.334 20.161 20.975 21.199 0.026 0.023 0.015 0.013 0.012 0.012 0.011 0.011 0.011 0.016 0.017
1719 0.300 22.772 22.367 21.828 21.840 21.569 21.704 21.500 21.435 21.376 26.370 26.370 0.015 0.019 0.015 0.015 0.014 0.014 0.013 0.013 0.013 -1.000 -1.000
1728 0.320 22.797 22.388 21.819 21.871 21.580 21.689 21.516 21.450 21.344 26.370 26.370 0.015 0.019 0.015 0.015 0.014 0.014 0.013 0.013 0.013 -1.000 -1.000
1737 0.360 25.350 23.467 21.737 21.103 20.760 20.496 20.135 19.883 19.628 20.393 20.576 0.061 0.035 0.015 0.012 0.011 0.011 0.011 0.010 0.010 0.013 0.014
1746 0.360 22.779 22.340 21.822 21.918 21.560 21.607 21.350 21.382 21.301 26.370 26.370 0.015 0.019 0.015 0.016 0.014 0.014 0.013 0.013 0.013 -1.000 -1.000
1755 0.380 22.671 22.397 21.836 21.787 21.540 21.591 21.417 21.340 21.242 26.370 26.370 0.014 0.019 0.015 0.015 0.014 0.014 0.013 0.013 0.012 -1.000 -1.000
1764 0.420 24.021 23.005 21.811 21.439 21.189 20.903 20.562 20.254 20.078 20.661 20.938 0.028 0.028 0.015 0.013 0.012 0.012 0.011 0.011 0.011 0.014 0.016
1773 0.440 22.550 22.322 21.826 21.541 21.502 21.461 21.369 21.217 21.141 26.370 26.370 0.014 0.019 0.015 0.013 0.013 0.013 0.013 0.012 0.012 -1.000 -1.000
1782 0.480 25.632 23.408 21.798 20.870 20.470 20.181 19.843 19.442 19.276 19.658 20.039 0.083 0.036 0.015 0.012 0.011 0.011 0.010 0.010 0.010 0.011 0.012
1791 0.500 22.729 22.477 21.836 21.508 21.480 21.316 21.094 20.841 20.832 21.329 21.653 0.014 0.020 0.015 0.013 0.013 0.013 0.012 0.012 0.011 0.019 0.022
1800 0.560 23.777 23.022 21.738 21.134 20.866 20.634 20.277 19.848 19.721 19.957 20.399 0.024 0.028 0.015 0.012 0.012 0.011 0.011 0.010 0.010 0.012 0.013
1809 0.600 23.155 22.686 21.808 21.182 20.998 20.832 20.600 20.385 20.286 20.471 21.008 0.017 0.023 0.015 0.012 0.012 0.011 0.011 0.011 0.011 0.013 0.016
1818 0.040 22.386 22.037 21.874 21.769 21.651 21.389 21.546 21.462 21.709 26.370 26.370 0.013 0.016 0.015 0.015 0.014 0.013 0.014 0.013 0.014 -1.000 -1.000
1827 0.100 22.571 22.021 21.908 21.611 21.688 21.526 21.488 21.397 21.533 26.370 26.370 0.014 0.016 0.016 0.014 0.014 0.013 0.013 0.013 0.014 -1.000 -1.000
1836 0.140 22.778 22.161 21.889 21.693 21.746 21.663 21.544 21.483 21.576 26.370 26.370 0.015 0.017 0.016 0.014 0.015 0.014 0.014 0.013 0.014 -1.000 -1.000
1845 0.180 22.907 22.255 21.868 21.735 21.573 21.406 21.210 21.203 21.258 22.037 22.442 0.015 0.018 0.015 0.014 0.014 0.013 0.012 0.012 0.013 0.027 0.035
1854 0.220 22.946 22.311 21.866 21.764 21.608 21.441 21.194 21.220 21.214 22.005 22.358 0.016 0.019 0.015 0.015 0.014 0.013 0.012 0.012 0.012 0.027 0.034
1863 0.240 22.761 22.287 21.876 21.768 21.737 21.706 21.394 21.498 21.483 26.370 26.370 0.015 0.018 0.015 0.015 0.015 0.014 0.013 0.013 0.013 -1.000 -1.000
1872 0.260 22.804 22.333 21.845 21.782 21.664 21.716 21.544 21.488 21.432 26.370 26.370 0.015 0.019 0.015 0.015 0.014 0.014 0.014 0.013 0.013 -1.000 -1.000
1881 0.300 23.596 22.716 21.913 21.629 21.484 21.356 21.162 21.068 20.902 21.731 21.861 0.021 0.023 0.016 0.014 0.013 0.013 0.012 0.012 0.012 0.023 0.026
1890 0.320 22.949 22.421 21.866 21.797 21.632 21.481 21.216 21.186 21.104 21.853 22.199 0.016 0.020 0.015 0.015 0.014 0.013 0.012 0.012 0.012 0.025 0.030
1899 0.340 22.821 22.420 21.911 22.001 21.611 21.749 21.396 21.492 21.402 26.370 26.370 0.015 0.019 0.016 0.016 0.014 0.015 0.013 0.013 0.013 -1.000 -1.000
1908 0.360 22.783 22.526 21.947 21.939 21.698 21.722 21.548 21.486 21.403 26.370 26.370 0.015 0.020 0.016 0.016 0.014 0.014 0.014 0.013 0.013 -1.000 -1.000
1917 0.380 22.868 22.492 21.853 21.717 21.565 21.433 21.142 21.070 21.000 21.697 21.983 0.015 0.020 0.015 0.014 0.014 0.013 0.012 0.012 0.012 0.023 0.026
1926 0.400 23.593 22.872 21.926 21.580 21.405 21.247 21.083 20.922 20.764 21.427 21.606 0.021 0.025 0.016 0.014 0.013 0.013 0.012 0.012 0.011 0.020 0.022
1935 0.420 24.108 23.127 21.900 21.458 21.221 20.981 20.616 20.297 20.133 20.736 20.990 0.029 0.029 0.015 0.013 0.012 0.012 0.011 0.011 0.011 0.015 0.016
1944 0.440 24.075 23.190 21.949 21.510 21.246 20.987 20.627 20.302 20.141 20.673 20.980 0.029 0.030 0.016 0.013 0.013 0.012 0.011 0.011 0.011 0.014 0.016
1953 0.460 22.879 22.618 21.901 21.625 21.612 21.445 21.177 20.998 20.960 21.543 21.825 0.015 0.021 0.016 0.014 0.014 0.013 0.012 0.012 0.012 0.021 0.024
1962 0.480 22.792 22.521 21.912 21.558 21.534 21.397 21.136 20.920 20.884 21.400 21.702 0.015 0.021 0.015 0.014 0.014 0.013 0.012 0.012 0.012 0.020 0.023
1971 0.520 25.889 23.491 21.912 20.868 20.440 20.156 19.824 19.390 19.208 19.510 19.948 0.094 0.038 0.016 0.012 0.011 0.011 0.010 0.010 0.010 0.011 0.012
1980 0.540 25.822 23.459 21.867 20.720 20.347 20.016 19.697 19.229 19.102 19.360 19.812 0.091 0.036 0.015 0.011 0.011 0.011 0.010 0.010 0.010 0.011 0.011
1989 0.560 22.734 22.554 21.880 21.512 21.483 21.346 21.128 20.825 20.827 21.192 21.593 0.014 0.021 0.015 0.014 0.013 0.013 0.012 0.011 0.011 0.018 0.021
1998 0.620 22.580 22.399 21.915 21.570 21.689 21.320 21.388 21.036 21.114 26.370 26.370 0.014 0.020 0.016 0.014 0.014 0.013 0.013 0.012 0.012 -1.000 -1.000
2007 0.080 22.810 22.195 22.037 21.794 21.624 21.438 21.375 21.339 21.497 22.275 22.793 0.015 0.018 0.016 0.015 0.014 0.013 0.013 0.013 0.013 0.033 0.045
2016 0.120 22.561 22.049 21.958 21.583 21.686 21.481 21.507 21.437 21.507 26.370 26.370 0.014 0.016 0.016 0.014 0.014 0.013 0.013 0.013 0.014 -1.000 -1.000
2025 0.160 23.044 22.390 22.027 21.897 21.710 21.568 21.406 21.392 21.471 22.218 22.657 0.016 0.019 0.016 0.015 0.015 0.014 0.013 0.013 0.013 0.031 0.040
2034 0.180 22.809 22.357 21.982 21.788 21.837 21.765 21.597 21.594 21.583 26.370 26.370 0.015 0.019 0.016 0.015 0.015 0.015 0.014 0.014 0.014 -1.000 -1.000
2043 0.220 23.062 22.470 22.009 21.891 21.736 21.560 21.359 21.363 21.356 22.099 22.531 0.017 0.020 0.016 0.015 0.015 0.014 0.013 0.013 0.013 0.029 0.037
2052 0.260 24.928 23.457 21.954 21.410 21.121 20.885 20.505 20.329 20.124 20.982 21.103 0.051 0.035 0.016 0.013 0.012 0.012 0.011 0.011 0.011 0.016 0.017
2061 0.280 23.655 22.814 22.007 21.778 21.619 21.492 21.313 21.190 21.043 21.899 22.121 0.022 0.024 0.016 0.015 0.014 0.013 0.013 0.012 0.012 0.025 0.028
2070 0.300 24.187 22.979 22.029 21.672 21.422 21.183 20.792 20.607 20.421 21.254 21.471 0.031 0.027 0.016 0.014 0.013 0.012 0.011 0.011 0.011 0.018 0.020
2079 0.320 24.140 22.963 21.991 21.629 21.371 21.129 20.751 20.548 20.346 21.169 21.355 0.030 0.027 0.016 0.014 0.013 0.012 0.011 0.011 0.011 0.017 0.019
2088 0.340 22.883 22.435 21.988 22.067 21.695 21.803 21.476 21.560 21.475 26.370 26.370 0.015 0.020 0.016 0.017 0.014 0.015 0.013 0.014 0.013 -1.000 -1.000
2097 0.360 23.622 22.872 21.960 21.668 21.504 21.354 21.178 21.041 20.849 21.601 21.787 0.022 0.025 0.016 0.014 0.013 0.013 0.012 0.012 0.012 0.022 0.024
2106 0.380 25.707 23.774 22.060 21.377 21.009 20.753 20.390 20.104 19.874 20.582 20.804 0.079 0.043 0.016 0.013 0.012 0.011 0.011 0.011 0.010 0.014 0.015
2115 0.400 24.280 23.206 22.043 21.599 21.355 21.123 20.738 20.472 20.258 20.938 21.146 0.031 0.030 0.016 0.014 0.013 0.012 0.011 0.011 0.011 0.016 0.017
2124 0.400 22.760 22.499 21.948 21.812 21.642 21.643 21.503 21.416 21.325 26.370 26.370 0.015 0.020 0.016 0.015 0.014 0.014 0.014 0.013 0.013 -1.000 -1.000
2133 0.440 22.939 22.639 22.015 21.760 21.699 21.565 21.304 21.129 21.096 21.626 21.942 0.016 0.022 0.016 0.015 0.014 0.014 0.013 0.012 0.012 0.023 0.027
2142 0.480 24.143 23.277 22.005 21.483 21.247 20.996 20.632 20.268 20.126 20.581 20.908 0.029 0.032 0.016 0.013 0.012 0.012 0.011 0.011 0.011 0.014 0.015
2151 0.500 23.509 22.972 22.011 21.529 21.353 21.195 20.985 20.796 20.698 21.100 21.440 0.021 0.027 0.016 0.014 0.013 0.012 0.012 0.011 0.011 0.017 0.020
2160 0.520 22.971 22.740 22.039 21.734 21.697 21.548 21.301 21.040 21.038 21.476 21.800 0.016 0.023 0.016 0.014 0.014 0.014 0.013 0.012 0.012 0.020 0.024
2169 0.540 22.688 22.504 21.951 21.617 21.801 21.301 21.501 21.231 21.232 26.370 26.370 0.014 0.020 0.016 0.014 0.015 0.013 0.013 0.012 0.012 -1.000 -1.000
2178 0.600 22.581 22.537 21.992 21.633 21.708 21.352 21.485 21.261 21.197 26.370 26.370 0.014 0.021 0.016 0.014 0.014 0.013 0.013 0.013 0.012 -1.000 -1.000
2187 0.700 23.647 23.201 21.965 21.082 20.791 20.535 20.204 19.695 19.506 19.539 20.094 0.023 0.030 0.016 0.012 0.011 0.011 0.011 0.010 0.010 0.011 0.012
2196 0.040 22.855 22.305 22.121 21.905 21.744 21.532 21.520 21.461 21.750 22.560 23.108 0.015 0.019 0.017 0.016 0.014 0.014 0.014 0.013 0.014 0.038 0.054
2205 0.080 22.505 22.133 22.092 21.671 21.775 21.448 21.599 21.528 21.664 26.370 26.370 0.013 0.017 0.017 0.014 0.015 0.013 0.014 0.014 0.014 -1.000 -1.000
2214 0.120 23.057 22.337 22.157 21.940 21.758 21.617 21.457 21.465 21.565 22.287 22.765 0.017 0.019 0.017 0.016 0.015 0.014 0.013 0.013 0.014 0.034 0.045
2223 0.140 22.844 22.393 22.182 21.881 21.983 21.778 21.744 21.675 21.768 26.370 26.370 0.015 0.019 0.017 0.015 0.016 0.015 0.015 0.014 0.015 -1.000 -1.000
2232 0.180 23.198 22.508 22.155 22.017 21.855 21.712 21.478 21.503 21.538 22.289 22.803 0.017 0.021 0.017 0.016 0.015 0.014 0.013 0.013 0.014 0.032 0.042
2241 0.200 23.084 22.426 22.076 21.958 21.783 21.605 21.390 21.391 21.407 22.191 22.596 0.017 0.020 0.017 0.016 0.015 0.014 0.013 0.013 0.013 0.030 0.039
2250 0.220 23.005 22.561 22.141 22.021 22.037 21.929 21.784 21.762 21.705 26.370 26.370 0.016 0.021 0.017 0.016 0.016 0.016 0.015 0.015 0.014 -1.000 -1.000
2259 0.260 25.163 23.555 22.141 21.603 21.268 21.058 20.681 20.507 20.271 21.135 21.317 0.057 0.039 0.017 0.014 0.013 0.012 0.011 0.011 0.011 0.017 0.019
2268 0.260 23.004 22.493 22.058 22.014 21.788 21.907 21.582 21.701 21.618 26.370 26.370 0.016 0.020 0.017 0.016 0.015 0.016 0.014 0.014 0.014 -1.000 -1.000
2277 0.280 23.072 22.654 22.144 22.102 21.868 22.000 21.794 21.763 21.716 26.370 26.370 0.017 0.022 0.017 0.017 0.015 0.016 0.015 0.015 0.014 -1.000 -1.000
2286 0.320 23.215 22.724 22.146 22.029 21.866 21.764 21.485 21.439 21.355 22.148 22.471 0.018 0.023 0.017 0.017 0.015 0.015 0.013 0.013 0.013 0.029 0.035
2295 0.360 25.639 23.770 22.134 21.481 21.143 20.890 20.532 20.254 20.018 20.758 20.961 0.079 0.045 0.017 0.013 0.012 0.012 0.011 0.011 0.010 0.015 0.016
2304 0.360 23.010 22.714 22.125 22.141 21.867 21.909 21.752 21.696 21.606 26.370 26.370 0.016 0.023 0.017 0.017 0.015 0.016 0.015 0.014 0.014 -1.000 -1.000
2313 0.400 23.130 22.760 22.144 21.926 21.822 21.665 21.401 21.277 21.220 21.905 22.174 0.017 0.023 0.017 0.016 0.015 0.014 0.013 0.013 0.012 0.025 0.030
2322 0.440 24.266 23.288 22.060 21.583 21.361 21.124 20.760 20.406 20.257 20.792 21.090 0.031 0.032 0.017 0.014 0.013 0.012 0.011 0.011 0.011 0.015 0.017
2331 0.480 25.975 23.740 22.086 21.141 20.757 20.483 20.149 19.739 19.571 19.970 20.355 0.102 0.043 0.017 0.012 0.011 0.011 0.011 0.010 0.010 0.012 0.013
2340 0.500 24.240 23.365 22.099 21.583 21.304 21.098 20.716 20.348 20.195 20.551 20.937 0.031 0.034 0.017 0.014 0.013 0.012 0.011 0.011 0.011 0.014 0.016
2349 0.520 24.165 23.363 22.101 21.510 21.251 21.044 20.661 20.253 20.121 20.465 20.853 0.030 0.034 0.017 0.013 0.013 0.012 0.011 0.011 0.011 0.013 0.015
2358 0.540 24.099 23.366 22.055 21.446 21.168 20.981 20.597 20.183 20.032 20.322 20.763 0.029 0.034 0.016 0.013 0.012 0.012 0.011 0.011 0.011 0.013 0.015
2367 0.560 23.549 23.061 22.096 21.495 21.374 21.177 20.989 20.771 20.664 20.917 21.351 0.021 0.028 0.017 0.014 0.013 0.012 0.012 0.011 0.011 0.016 0.019
2376 0.620 23.996 23.371 22.065 21.331 21.051 20.831 20.473 19.996 19.877 19.991 20.538 0.027 0.033 0.017 0.013 0.012 0.011 0.011 0.010 0.010 0.012 0.014
2385 0.680 23.217 22.849 22.063 21.336 21.098 20.933 20.705 20.477 20.365 20.416 20.998 0.018 0.025 0.016 0.013 0.012 0.012 0.011 0.011 0.011 0.013 0.016
2394 0.060 22.580 22.194 22.177 21.899 21.868 21.548 21.701 21.633 21.796 26.370 26.370 0.014 0.018 0.017 0.015 0.015 0.013 0.014 0.014 0.015 -1.000 -1.000
2403 0.100 22.649 22.169 22.193 21.718 21.867 21.559 21.646 21.562 21.696 26.370 26.370 0.014 0.018 0.017 0.014 0.015 0.014 0.014 0.014 0.014 -1.000 -1.000
2412 0.120 22.988 22.371 22.254 21.965 22.031 21.892 21.832 21.752 21.861 26.370 26.370 0.016 0.019 0.018 0.016 0.016 0.015 0.015 0.015 0.015 -1.000 -1.000
2421 0.140 23.020 22.449 22.174 22.009 22.026 21.932 21.820 21.764 21.840 26.370 26.370 0.016 0.020 0.018 0.016 0.016 0.016 0.015 0.015 0.015 -1.000 -1.000
2430 0.160 23.017 22.457 22.140 21.973 22.034 21.938 21.838 21.762 21.836 26.370 26.370 0.016 0.020 0.017 0.016 0.016 0.016 0.015 0.015 0.015 -1.000 -1.000
2439 0.200 23.213 22.579 22.187 22.072 21.875 21.712 21.529 21.539 21.541 22.280 22.707 0.018 0.021 0.017 0.017 0.015 0.014 0.013 0.014 0.014 0.032 0.042
2448 0.220 23.036 22.545 22.155 22.051 22.083 21.997 21.857 21.772 21.755 26.370 26.370 0.017 0.021 0.017 0.016 0.017 0.016 0.015 0.015 0.015 -1.000 -1.000
2457 0.240 23.133 22.677 22.229 22.162 22.110 22.075 21.899 21.864 21.797 26.370 26.370 0.017 0.023 0.018 0.017 0.017 0.017 0.015 0.015 0.015 -1.000 -1.000
2466 0.260 23.064 22.664 22.160 22.084 21.917 22.022 21.833 21.778 21.717 26.370 26.370 0.017 0.022 0.017 0.017 0.016 0.016 0.015 0.015 0.014 -1.000 -1.000
2475 0.300 24.313 23.098 22.168 21.819 21.543 21.312 20.922 20.735 20.572 21.357 21.624 0.033 0.029 0.017 0.015 0.014 0.013 0.012 0.011 0.011 0.019 0.021
2484 0.320 23.323 22.797 22.239 22.179 21.980 21.815 21.564 21.524 21.459 22.147 22.472 0.019 0.024 0.018 0.017 0.016 0.015 0.014 0.013 0.013 0.031 0.037
2493 0.340 23.307 22.881 22.271 22.151 21.995 21.808 21.566 21.478 21.434 22.135 22.455 0.019 0.025 0.018 0.017 0.016 0.015 0.014 0.013 0.013 0.030 0.036
2502 0.360 23.197 22.776 22.201 22.072 21.919 21.777 21.511 21.419 21.379 22.081 22.306 0.018 0.024 0.018 0.017 0.016 0.015 0.013 0.013 0.013 0.029 0.034
2511 0.380 24.382 23.378 22.179 21.819 21.551 21.309 20.936 20.648 20.463 21.173 21.397 0.035 0.033 0.018 0.015 0.014 0.013 0.012 0.011 0.011 0.017 0.019
2520 0.380 23.040 22.664 22.170 22.182 21.906 21.964 21.687 21.657 21.610 26.370 26.370 0.016 0.022 0.018 0.018 0.015 0.016 0.014 0.014 0.014 -1.000 -1.000
2529 0.400 22.860 22.512 22.170 21.990 21.793 21.806 21.603 21.538 21.463 26.370 26.370 0.015 0.021 0.017 0.016 0.015 0.015 0.014 0.014 0.013 -1.000 -1.000
2538 0.420 23.113 22.758 22.159 21.901 21.856 21.680 21.454 21.271 21.206 21.845 22.127 0.017 0.024 0.017 0.016 0.015 0.014 0.013 0.013 0.012 0.025 0.029
2547 0.440 23.883 23.220 22.246 21.846 21.681 21.526 21.335 21.184 21.023 21.586 21.862 0.025 0.031 0.018 0.015 0.014 0.014 0.013 0.012 0.012 0.021 0.025
2556 0.460 23.085 22.815 22.133 21.856 21.817 21.663 21.393 21.215 21.191 21.725 22.030 0.017 0.024 0.017 0.015 0.015 0.014 0.013 0.012 0.012 0.024 0.028
2565 0.480 22.898 22.749 22.164 21.858 21.897 21.703 21.729 21.536 21.505 26.370 26.370 0.015 0.023 0.017 0.015 0.015 0.014 0.014 0.014 0.013 -1.000 -1.000
2574 0.500 22.878 22.641 22.178 21.805 21.889 21.490 21.672 21.505 21.417 26.370 26.370 0.015 0.022 0.017 0.015 0.016 0.013 0.014 0.013 0.013 -1.000 -1.000
2583 0.540 26.372 23.825 22.180 21.047 20.649 20.346 20.011 19.568 19.393 19.654 20.109 0.113 0.045 0.018 0.012 0.011 0.011 0.011 0.010 0.010 0.011 0.012
2592 0.540 22.948 22.757 22.233 21.909 22.017 21.557 21.758 21.500 21.490 26.370 26.370 0.016 0.023 0.018 0.015 0.016 0.014 0.015 0.013 0.013 -1.000 -1.000
2601 0.600 22.943 22.795 22.160 21.770 21.719 21.570 21.364 21.048 21.048 21.410 21.751 0.016 0.024 0.017 0.015 0.014 0.014 0.013 0.012 0.012 0.019 0.024
2610 0.640 24.060 23.441 22.154 21.387 21.141 20.907 20.536 20.059 19.916 20.019 20.559 0.028 0.035 0.017 0.013 0.012 0.012 0.011 0.011 0.010 0.012 0.014
